IQ,CGPA,Academic_Performance,Internship_Experience,Extra_Curricular_Score,Communication_Skills,Projects_Completed,College_Performance_Rate
94,5.72,1,0,10,5,3,0.1752577319587628
121,9.65,4,1,1,9,0,0.1809523809523809
112,6.26,4,1,1,10,3,0.1914893617021276
97,10.0,8,0,8,3,1,0.0909090909090909
118,5.32,9,0,1,3,0,0.2222222222222222
94,7.85,4,0,10,3,4,0.1444444444444444
105,9.57,5,0,1,6,2,0.125
110,6.38,7,0,6,7,5,0.13
101,4.61,5,0,7,3,4,0.1864406779661017
110,7.07,7,0,3,6,1,0.2277227722772277
86,10.38,6,0,6,9,5,0.1864406779661017
92,6.61,8,0,4,1,2,0.0980392156862745
107,7.88,6,1,0,9,5,0.1521739130434782
87,8.59,4,0,6,4,1,0.1186440677966101
82,8.79,8,0,1,7,1,0.1578947368421052
113,8.83,1,0,3,9,0,0.1862745098039215
100,4.91,2,0,5,1,2,0.2222222222222222
97,5.4,7,0,6,1,5,0.1517857142857142
98,8.35,4,0,2,1,4,0.1238095238095238
101,6.69,9,0,2,9,5,0.1862745098039215
113,6.7,5,1,1,8,4,0.2035398230088495
92,6.44,1,0,9,7,4,0.1683168316831683
104,9.91,3,0,5,7,3,0.2533333333333333
56,5.79,2,0,0,10,1,0.1505376344086021
76,6.02,8,0,10,6,3,0.1170212765957446
120,9.47,8,1,6,8,5,0.2641509433962264
112,10.06,9,0,3,3,1,0.2017543859649122
86,8.75,4,0,9,2,4,0.1914893617021276
103,10.37,7,1,5,9,2,0.1573033707865168
79,7.34,7,0,4,7,3,0.1752577319587628
112,6.89,8,1,3,5,0,0.1395348837209302
118,7.4,6,0,2,8,1,0.2017543859649122
94,7.43,7,0,6,1,1,0.1551724137931034
94,9.73,8,0,9,9,2,0.2017543859649122
122,7.59,8,0,4,2,2,0.2352941176470588
117,6.19,1,0,3,8,5,0.1862745098039215
95,5.84,2,1,3,8,0,0.0892857142857142
100,9.56,9,1,9,10,1,0.1354166666666666
93,9.05,7,0,5,6,5,0.1444444444444444
103,6.85,4,0,3,2,4,0.1238095238095238
73,4.86,8,0,7,4,2,0.1517857142857142
118,6.76,7,1,4,5,5,0.0892857142857142
116,9.74,7,0,1,9,3,0.1444444444444444
81,6.94,7,0,7,1,4,0.144578313253012
118,6.98,10,0,4,2,1,0.1376146788990825
110,8.25,3,0,2,2,4,0.1683168316831683
80,4.82,10,0,9,2,2,0.2363636363636363
105,6.78,8,0,7,4,2,0.1523809523809524
90,9.05,9,1,1,9,2,0.1666666666666666
102,7.15,8,0,6,2,4,0.108433734939759
105,9.94,2,0,8,8,1,0.2363636363636363
114,6.91,2,1,10,2,2,0.1809523809523809
85,7.64,10,1,4,10,3,0.1333333333333333
82,7.98,1,0,1,3,5,0.1428571428571428
89,10.12,10,1,6,4,2,0.1680672268907563
105,5.4,8,0,7,3,2,0.1354166666666666
108,7.5,3,0,10,7,5,0.1489361702127659
91,10.17,2,0,2,8,0,0.1208791208791208
88,9.68,7,0,1,2,4,0.1944444444444444
89,6.46,1,0,6,6,1,0.1504424778761062
123,8.91,4,0,4,6,5,0.1170212765957446
95,8.7,9,1,2,7,4,0.1120689655172413
105,6.63,8,0,1,1,2,0.1517857142857142
100,7.75,6,0,8,9,0,0.2277227722772277
110,5.92,9,1,2,4,5,0.217391304347826
118,8.41,7,0,0,8,5,0.1770833333333333
124,8.69,3,1,3,4,3,0.1764705882352941
84,6.7,1,1,6,9,0,0.1521739130434782
90,6.62,3,1,8,2,1,0.2222222222222222
105,8.39,1,0,1,9,5,0.1809523809523809
121,9.33,1,1,0,5,4,0.0980392156862745
91,10.17,4,0,1,6,3,0.1545454545454545
94,8.08,8,0,10,10,3,0.1578947368421052
107,6.88,2,0,4,7,4,0.1517857142857142
120,7.3,5,0,8,1,0,0.1504424778761062
120,6.84,9,1,8,8,3,0.1914893617021276
98,5.2,3,0,8,7,4,0.2017543859649122
123,8.8,8,1,1,9,3,0.2323232323232323
85,9.25,8,1,5,3,1,0.125
128,7.57,2,0,6,6,0,0.2352941176470588
85,8.93,2,0,3,5,5,0.1186440677966101
116,4.9,6,1,3,8,4,0.1444444444444444
105,7.66,9,0,5,5,5,0.1666666666666666
95,7.3,6,1,7,10,3,0.1827956989247312
99,8.76,3,1,0,2,3,0.1836734693877551
98,8.26,5,1,8,4,1,0.1927710843373494
108,6.38,2,0,4,10,5,0.1645569620253164
89,6.72,5,1,6,7,3,0.168141592920354
68,6.79,6,1,8,2,5,0.1414141414141414
110,7.41,3,0,8,1,5,0.2268041237113402
105,7.15,2,0,5,7,4,0.1864406779661017
70,8.64,6,0,8,3,3,0.1414141414141414
123,5.12,1,1,5,2,2,0.1827956989247312
86,6.12,8,1,2,6,1,0.1827956989247312
94,9.05,8,1,9,1,0,0.1680672268907563
93,6.94,9,0,6,3,1,0.1545454545454545
90,8.74,7,0,1,7,5,0.1473684210526315
103,6.64,7,1,8,6,1,0.1489361702127659
106,8.34,7,1,10,9,4,0.217391304347826
107,5.86,3,1,0,8,5,0.1444444444444444
108,8.95,3,1,1,10,4,0.2105263157894736
98,7.32,6,0,5,1,4,0.1904761904761904
102,8.09,6,1,1,8,1,0.1521739130434782
77,5.24,7,1,10,4,4,0.1809523809523809
97,4.99,1,0,2,5,5,0.18796992481203
106,8.4,9,1,4,3,5,0.1583333333333333
113,9.95,4,1,3,1,3,0.1551724137931034
110,5.55,2,1,5,10,2,0.1333333333333333
106,7.52,8,0,2,8,4,0.2307692307692307
103,9.1,7,1,3,7,2,0.217391304347826
111,8.17,1,0,5,2,0,0.1683168316831683
128,8.06,4,1,10,10,2,0.2277227722772277
128,7.49,6,1,8,1,3,0.1894736842105263
135,8.96,5,0,6,9,4,0.125
124,8.63,4,0,9,10,4,0.1683168316831683
86,6.34,4,1,8,2,5,0.2352941176470588
115,6.42,8,1,6,8,2,0.108433734939759
108,5.09,8,0,0,6,5,0.1489361702127659
98,5.3,2,1,10,3,3,0.13
102,5.62,4,1,0,4,5,0.1927710843373494
71,6.99,5,0,0,7,3,0.1521739130434782
126,5.63,3,0,3,7,2,0.1511627906976744
80,9.17,4,0,5,7,5,0.2323232323232323
85,9.63,5,0,7,4,1,0.1517857142857142
85,8.38,7,1,5,8,5,0.1894736842105263
96,7.92,2,0,9,4,1,0.1680672268907563
103,7.62,1,0,1,2,4,0.0909090909090909
115,5.53,4,0,4,8,0,0.1170212765957446
85,7.62,6,0,3,7,4,0.2017543859649122
83,5.45,3,0,7,10,0,0.1511627906976744
93,7.53,3,0,8,4,0,0.1551724137931034
110,6.95,8,1,7,6,3,0.1489361702127659
85,5.61,9,0,10,5,4,0.0909090909090909
72,6.19,9,1,1,8,3,0.2268041237113402
84,9.14,8,0,1,5,5,0.1473684210526315
96,4.96,5,1,2,8,3,0.1752577319587628
121,6.08,4,0,8,3,3,0.13
99,7.7,7,0,10,8,4,0.1444444444444444
116,5.58,8,1,8,8,3,0.2035398230088495
105,7.09,4,0,2,10,2,0.125
100,6.96,1,1,3,3,1,0.1333333333333333
121,7.36,4,0,6,10,2,0.1666666666666666
93,9.81,2,0,7,10,3,0.1414141414141414
82,8.09,1,0,6,3,3,0.1958762886597938
125,5.11,4,1,1,8,2,0.1666666666666666
98,9.58,10,0,6,4,0,0.1752577319587628
107,6.71,10,0,9,10,1,0.1414141414141414
77,7.09,8,1,1,8,1,0.1545454545454545
98,9.72,7,0,2,6,3,0.1680672268907563
78,8.15,3,1,10,7,0,0.2035398230088495
118,9.45,6,1,5,10,0,0.1511627906976744
101,7.51,1,0,10,5,2,0.1504424778761062
106,8.1,1,0,0,10,2,0.125
99,6.89,4,0,9,4,1,0.1864406779661017
94,7.29,8,0,0,7,0,0.1047619047619047
93,9.58,8,0,7,10,2,0.1428571428571428
88,8.38,8,1,7,5,0,0.1186440677966101
73,8.11,6,0,0,6,3,0.1914893617021276
112,6.33,5,0,1,7,4,0.1517857142857142
65,7.37,6,0,1,2,0,0.1770833333333333
102,7.5,4,0,5,9,4,0.108433734939759
106,7.22,10,1,8,3,1,0.1208791208791208
73,5.5,7,0,3,6,4,0.2307692307692307
85,5.45,9,0,0,9,1,0.1545454545454545
120,7.24,8,0,3,1,2,0.1376146788990825
106,8.0,7,1,2,3,1,0.1792452830188679
105,6.09,4,1,9,9,4,0.1927710843373494
93,7.97,2,0,1,6,0,0.1789473684210526
99,9.57,5,0,0,4,4,0.1517857142857142
83,7.59,2,1,9,8,1,0.1120689655172413
93,8.42,7,0,7,7,0,0.1789473684210526
99,6.15,3,0,5,10,5,0.1792452830188679
110,6.43,4,1,10,4,0,0.1428571428571428
84,8.13,8,0,6,4,2,0.1489361702127659
87,9.56,9,0,1,4,0,0.1551724137931034
115,5.96,7,0,3,7,1,0.1680672268907563
109,7.31,8,1,5,5,4,0.1827956989247312
106,6.88,6,1,9,6,0,0.1764705882352941
102,6.39,10,0,0,6,5,0.1827956989247312
115,8.39,4,1,7,5,5,0.2035398230088495
114,6.0,9,0,4,6,2,0.1047619047619047
90,9.84,10,0,4,8,0,0.1894736842105263
117,6.58,6,0,5,2,1,0.1208791208791208
131,6.98,10,0,7,6,4,0.2277227722772277
91,9.74,9,0,5,6,4,0.0884955752212389
94,5.29,2,0,10,6,3,0.1684210526315789
101,8.54,9,1,7,2,2,0.1333333333333333
124,8.22,9,1,8,5,2,0.1578947368421052
122,9.39,2,0,4,8,3,0.1818181818181818
90,8.51,7,0,7,9,5,0.1680672268907563
97,5.61,8,1,5,6,3,0.0892857142857142
91,5.45,7,0,3,7,3,0.2363636363636363
88,5.86,8,0,0,8,0,0.1836734693877551
68,5.74,5,0,6,8,2,0.1864406779661017
104,9.27,10,1,7,7,2,0.18796992481203
101,8.07,4,0,1,10,5,0.1808510638297872
113,7.93,7,0,6,4,5,0.1009174311926605
91,8.52,7,1,10,4,1,0.1444444444444444
91,9.2,5,1,6,7,3,0.1186440677966101
79,9.12,10,1,10,8,0,0.2641509433962264
68,8.98,4,0,4,6,2,0.1836734693877551
100,7.46,10,0,3,10,4,0.1792452830188679
107,6.54,10,0,7,7,2,0.1489361702127659
99,6.35,4,0,4,4,3,0.217391304347826
99,8.98,2,1,6,9,0,0.2352941176470588
96,5.44,3,0,2,4,5,0.1827956989247312
87,9.15,1,0,7,6,4,0.2352941176470588
108,7.8,3,0,9,10,2,0.1864406779661017
89,7.11,5,0,2,9,3,0.1443298969072164
99,7.5,8,0,10,3,5,0.1511627906976744
108,6.18,7,0,5,10,4,0.2150537634408602
116,6.47,6,0,7,10,5,0.1517857142857142
123,6.16,1,1,1,2,4,0.1944444444444444
108,8.58,1,0,6,4,3,0.1666666666666666
120,8.19,1,0,7,10,0,0.1864406779661017
110,7.95,2,1,2,3,3,0.0909090909090909
112,7.33,4,1,2,1,1,0.1523809523809524
110,6.28,3,1,5,7,0,0.1645569620253164
131,10.19,10,1,9,9,3,0.1470588235294117
92,6.65,3,1,1,7,2,0.1789473684210526
105,5.93,8,0,5,2,0,0.18796992481203
117,6.14,2,1,3,8,4,0.1684210526315789
106,6.81,10,1,8,6,0,0.1333333333333333
74,6.54,9,1,9,5,0,0.1583333333333333
103,9.96,10,1,6,10,2,0.1862745098039215
99,9.61,8,1,2,2,2,0.1521739130434782
98,7.78,7,0,6,10,0,0.1047619047619047
61,7.37,6,1,3,7,5,0.2363636363636363
116,7.81,7,1,9,4,4,0.18796992481203
87,6.16,4,1,1,10,0,0.1489361702127659
86,7.15,5,0,5,4,0,0.1294117647058823
106,8.2,10,0,4,10,5,0.2363636363636363
114,5.62,8,0,8,3,0,0.1578947368421052
101,6.72,7,1,1,1,4,0.2307692307692307
100,6.02,6,1,0,1,5,0.2533333333333333
94,8.15,10,1,8,10,3,0.1904761904761904
116,8.95,2,0,4,1,1,0.18796992481203
95,7.42,8,0,0,7,2,0.1927710843373494
95,10.3,3,1,0,8,0,0.2150537634408602
94,5.16,7,1,8,1,5,0.1294117647058823
107,4.77,3,1,8,10,2,0.2017543859649122
89,6.94,4,1,7,3,3,0.168141592920354
124,6.94,6,1,8,1,3,0.1862745098039215
122,6.81,1,0,4,7,5,0.1914893617021276
98,10.2,3,1,5,1,0,0.2323232323232323
115,8.24,4,0,2,2,1,0.1666666666666666
119,6.8,9,0,0,4,4,0.2150537634408602
89,6.5,10,1,4,4,1,0.0892857142857142
95,5.84,8,1,7,9,1,0.1809523809523809
109,8.63,2,0,8,6,4,0.1836734693877551
91,6.39,6,0,0,9,0,0.1511627906976744
80,5.3,4,0,2,5,1,0.1186440677966101
118,7.39,3,1,7,5,5,0.1470588235294117
101,5.13,2,0,10,5,1,0.1666666666666666
120,4.87,1,0,3,6,2,0.1333333333333333
125,5.27,3,0,3,2,1,0.0909090909090909
117,9.52,1,0,10,8,3,0.1473684210526315
95,6.65,5,1,0,4,3,0.144578313253012
80,5.98,5,1,2,3,4,0.1645569620253164
94,6.05,3,0,0,1,4,0.1808510638297872
117,6.75,6,0,4,3,0,0.1827956989247312
95,6.14,8,1,2,2,5,0.2150537634408602
86,5.29,9,1,6,1,4,0.1428571428571428
120,8.56,8,1,4,10,1,0.217391304347826
94,9.58,8,1,0,2,3,0.1666666666666666
110,5.69,6,1,1,7,4,0.2363636363636363
103,8.33,5,0,7,8,3,0.1752577319587628
106,9.52,4,1,3,10,1,0.1511627906976744
108,6.57,2,0,10,2,4,0.0909090909090909
79,8.47,1,0,6,10,4,0.1680672268907563
108,7.05,1,0,1,3,3,0.1666666666666666
119,5.42,5,1,10,2,5,0.1346153846153846
117,7.62,3,0,9,6,4,0.1752577319587628
105,5.28,2,0,4,2,5,0.1346153846153846
116,7.81,6,1,10,4,0,0.1666666666666666
124,7.54,7,0,2,4,2,0.1682242990654205
103,7.99,10,0,3,4,0,0.2035398230088495
83,7.22,6,1,5,9,4,0.1346153846153846
95,6.2,5,1,4,8,0,0.1827956989247312
98,5.12,6,0,5,4,4,0.1583333333333333
96,5.65,3,0,8,4,2,0.2277227722772277
104,5.6,3,1,9,10,2,0.18796992481203
68,5.84,8,0,10,3,1,0.1504424778761062
124,6.82,10,0,2,4,5,0.1680672268907563
83,9.83,2,1,2,2,3,0.2533333333333333
110,4.69,1,0,10,8,5,0.1683168316831683
111,5.65,2,0,2,10,1,0.1680672268907563
89,5.76,6,1,5,4,2,0.0884955752212389
88,8.46,5,0,2,10,1,0.18796992481203
83,5.06,9,0,0,1,5,0.1666666666666666
83,8.86,1,0,10,9,2,0.168141592920354
125,5.91,5,1,7,8,3,0.2533333333333333
121,6.89,1,0,0,10,5,0.2323232323232323
99,5.45,5,0,9,9,5,0.1764705882352941
104,7.93,7,1,9,2,5,0.1517857142857142
68,7.85,1,1,0,2,1,0.1444444444444444
77,5.75,3,0,5,8,3,0.1809523809523809
94,7.97,1,1,1,6,0,0.1914893617021276
80,5.58,10,0,0,9,3,0.1489361702127659
92,9.25,3,1,8,1,4,0.2222222222222222
93,5.53,4,0,4,8,3,0.1470588235294117
76,7.99,5,0,7,3,3,0.2222222222222222
82,6.28,9,1,6,10,3,0.2017543859649122
84,8.66,7,0,10,9,5,0.1414141414141414
116,7.62,8,1,10,1,0,0.1682242990654205
89,5.93,3,0,5,3,0,0.1489361702127659
106,9.93,8,0,1,5,4,0.1827956989247312
77,6.98,8,1,1,6,1,0.2017543859649122
77,6.91,7,0,6,10,0,0.0980392156862745
91,5.38,7,1,1,5,3,0.1521739130434782
77,6.72,9,0,1,7,2,0.1770833333333333
100,8.38,4,1,4,7,1,0.1428571428571428
83,8.27,2,1,5,3,2,0.125
102,7.82,1,0,3,5,1,0.2
91,6.21,1,1,4,4,5,0.1904761904761904
123,7.33,10,1,9,4,0,0.1470588235294117
97,9.24,2,1,10,2,4,0.108433734939759
109,6.6,6,0,10,6,4,0.1789473684210526
115,8.01,10,0,1,8,2,0.1583333333333333
91,6.65,6,0,7,6,1,0.1120689655172413
80,9.55,10,0,4,8,3,0.1545454545454545
89,7.16,9,0,10,2,4,0.1414141414141414
99,6.05,4,0,10,7,1,0.1666666666666666
76,8.34,1,1,6,1,4,0.1521739130434782
109,5.5,10,0,10,4,1,0.1551724137931034
146,9.62,9,0,6,3,3,0.1752577319587628
88,8.36,9,0,8,1,3,0.1827956989247312
106,8.83,3,0,9,2,5,0.125
96,6.19,3,0,0,5,2,0.1346153846153846
77,6.36,3,0,0,5,3,0.1752577319587628
85,8.87,3,0,5,6,5,0.1521739130434782
114,6.65,1,0,2,5,0,0.1809523809523809
100,7.62,7,0,6,4,2,0.1511627906976744
92,6.43,6,0,9,9,3,0.1294117647058823
82,9.23,3,0,6,4,1,0.0909090909090909
111,6.41,2,0,1,5,3,0.1238095238095238
112,8.44,10,0,1,9,4,0.0892857142857142
93,9.73,2,1,6,3,2,0.1511627906976744
134,6.12,3,0,9,5,1,0.1333333333333333
99,7.09,8,1,9,1,1,0.1470588235294117
71,4.78,8,1,5,1,0,0.1764705882352941
96,5.97,1,1,5,6,3,0.188235294117647
108,5.89,6,0,1,4,3,0.188235294117647
90,8.0,7,0,8,5,4,0.0980392156862745
117,6.23,7,0,2,2,5,0.13
92,9.37,4,0,10,1,5,0.1120689655172413
103,7.12,9,0,8,10,0,0.2040816326530612
95,8.49,5,0,5,7,5,0.1864406779661017
101,7.6,1,0,8,10,2,0.13
80,9.12,2,0,7,2,4,0.25
88,9.28,5,1,4,1,4,0.1809523809523809
94,5.48,6,0,5,6,3,0.2352941176470588
116,8.14,8,0,3,5,1,0.1862745098039215
73,7.64,7,1,3,3,2,0.1836734693877551
102,6.11,1,0,0,5,3,0.217391304347826
101,8.69,9,0,6,4,0,0.1443298969072164
118,8.88,8,0,0,7,2,0.1395348837209302
92,6.48,1,1,2,7,0,0.1443298969072164
117,7.21,4,1,9,9,5,0.1683168316831683
118,8.19,6,0,7,3,2,0.1958762886597938
116,7.03,3,0,5,9,3,0.168141592920354
95,7.22,3,1,10,7,2,0.1238095238095238
103,4.84,7,1,8,2,1,0.1578947368421052
104,6.99,3,0,8,4,5,0.1551724137931034
75,5.62,5,0,3,9,0,0.1927710843373494
68,5.12,3,1,1,6,1,0.1864406779661017
102,4.83,8,0,8,4,5,0.1764705882352941
105,8.66,1,0,0,8,1,0.1927710843373494
87,6.58,8,0,6,3,4,0.1395348837209302
95,7.14,10,1,4,5,5,0.1489361702127659
106,6.7,10,0,7,10,0,0.1294117647058823
105,7.95,5,0,6,4,0,0.2150537634408602
112,8.36,8,0,3,6,4,0.1666666666666666
94,6.09,1,1,10,2,3,0.1333333333333333
80,6.67,2,1,2,9,2,0.1809523809523809
112,9.09,9,0,6,6,3,0.1517857142857142
85,9.09,3,0,8,1,1,0.1473684210526315
102,9.41,7,1,9,9,0,0.1809523809523809
73,7.68,8,0,7,1,0,0.1752577319587628
99,9.1,7,0,6,5,4,0.1894736842105263
94,9.72,3,0,9,7,3,0.1505376344086021
125,7.45,5,0,1,8,3,0.2017543859649122
115,6.88,8,0,5,8,0,0.1944444444444444
65,7.11,7,0,6,6,5,0.1894736842105263
73,10.41,1,1,2,7,4,0.1808510638297872
105,9.21,7,1,8,1,5,0.1808510638297872
118,5.58,7,0,4,7,0,0.1489361702127659
87,10.42,10,0,5,6,3,0.2150537634408602
68,6.07,4,1,1,10,3,0.0909090909090909
83,7.86,5,0,8,1,2,0.1511627906976744
130,5.87,9,1,2,9,4,0.1836734693877551
109,5.55,7,0,3,4,4,0.1752577319587628
91,6.83,6,0,9,8,4,0.1752577319587628
71,6.04,8,1,6,1,2,0.1958762886597938
120,5.56,1,1,6,1,3,0.1517857142857142
129,10.2,9,1,4,2,5,0.0980392156862745
93,8.16,7,0,6,6,4,0.1808510638297872
107,9.71,4,0,8,9,1,0.13
73,5.51,2,0,5,8,0,0.1120689655172413
123,5.3,6,1,5,2,3,0.2222222222222222
108,7.63,3,1,2,9,1,0.1517857142857142
82,8.38,4,1,1,9,0,0.2017543859649122
112,5.37,2,0,10,8,1,0.2641509433962264
80,9.91,1,1,0,9,4,0.0909090909090909
131,8.96,4,0,9,8,2,0.2641509433962264
97,9.98,6,0,4,8,5,0.1443298969072164
103,6.99,5,0,8,3,2,0.1792452830188679
88,8.39,1,1,4,1,4,0.2323232323232323
127,9.32,5,1,9,5,1,0.1904761904761904
95,7.35,6,1,9,3,2,0.1904761904761904
110,5.99,6,1,8,5,0,0.1428571428571428
86,5.15,9,0,8,7,1,0.1836734693877551
122,8.58,9,0,9,8,3,0.1666666666666666
114,8.08,8,1,3,3,3,0.0884955752212389
105,9.58,8,0,8,9,3,0.1578947368421052
90,9.21,10,0,6,6,1,0.1764705882352941
93,8.33,9,0,2,8,4,0.2
114,8.23,7,1,6,3,5,0.1645569620253164
90,7.06,3,0,2,5,4,0.1680672268907563
91,9.98,1,1,8,2,4,0.1511627906976744
107,8.68,4,0,4,8,2,0.2222222222222222
111,6.32,2,0,0,6,4,0.1238095238095238
104,6.11,2,0,9,9,3,0.2017543859649122
102,8.57,3,1,8,10,5,0.125
104,5.17,10,0,9,7,1,0.2323232323232323
96,7.69,7,0,8,10,2,0.1428571428571428
112,7.2,10,1,6,1,5,0.127906976744186
109,9.8,7,1,3,2,2,0.1428571428571428
90,5.09,5,0,7,7,4,0.2641509433962264
96,8.79,9,0,0,1,5,0.1444444444444444
90,8.12,6,1,1,5,0,0.1680672268907563
117,6.23,7,0,6,6,2,0.1862745098039215
109,8.75,8,1,10,7,0,0.1792452830188679
102,5.7,7,0,8,6,2,0.2105263157894736
102,8.08,9,1,2,6,4,0.1489361702127659
62,7.51,7,1,7,8,0,0.125
86,9.85,2,0,9,5,2,0.0884955752212389
108,5.2,5,0,8,5,3,0.1523809523809524
86,4.65,6,0,6,1,1,0.1414141414141414
115,7.27,7,1,1,4,2,0.2323232323232323
109,4.94,5,1,9,3,4,0.1470588235294117
124,9.04,5,0,7,7,0,0.13
95,6.16,10,0,2,10,2,0.2641509433962264
84,4.96,6,0,7,5,1,0.1414141414141414
82,5.33,2,1,4,7,5,0.1521739130434782
117,6.83,5,0,3,7,2,0.2
110,6.84,9,1,10,6,1,0.1836734693877551
87,6.39,1,1,0,6,3,0.2641509433962264
100,6.4,8,0,8,4,3,0.1489361702127659
119,10.08,1,0,4,9,5,0.1346153846153846
94,6.01,7,1,2,4,3,0.2040816326530612
108,8.12,5,1,4,7,4,0.1489361702127659
97,6.45,3,1,2,5,2,0.25
104,6.33,3,1,3,3,2,0.1752577319587628
96,5.52,2,1,6,3,3,0.1809523809523809
116,8.54,10,0,0,8,1,0.1809523809523809
82,6.12,6,1,9,9,5,0.1551724137931034
119,7.06,10,0,2,4,2,0.1808510638297872
100,5.19,7,0,9,4,2,0.1792452830188679
95,5.04,7,0,5,9,1,0.1521739130434782
108,5.72,2,0,1,3,4,0.1809523809523809
76,6.35,6,1,8,3,1,0.2277227722772277
116,7.98,3,0,4,5,0,0.1680672268907563
103,4.86,4,0,10,6,2,0.1517857142857142
96,8.85,8,1,4,10,1,0.1521739130434782
77,9.73,6,0,6,3,2,0.1680672268907563
108,5.78,2,1,8,10,1,0.1864406779661017
86,8.68,4,1,9,2,1,0.1764705882352941
126,7.61,2,0,4,1,5,0.1170212765957446
95,7.04,3,0,9,7,0,0.168141592920354
79,9.35,7,1,9,3,2,0.1376146788990825
115,7.17,9,0,8,4,3,0.1047619047619047
102,7.12,10,0,2,10,5,0.1862745098039215
92,5.77,1,0,3,5,4,0.1395348837209302
85,9.35,10,0,1,3,3,0.127906976744186
122,5.24,8,0,4,3,0,0.1583333333333333
84,9.48,6,1,3,3,1,0.1047619047619047
134,6.35,7,0,0,4,5,0.1511627906976744
91,10.26,8,0,8,8,2,0.1808510638297872
105,10.13,1,0,5,7,3,0.1752577319587628
98,9.02,10,1,9,5,1,0.125
95,5.72,2,1,9,9,5,0.1208791208791208
109,8.18,1,1,4,6,0,0.1414141414141414
90,7.23,3,0,3,5,2,0.1680672268907563
97,10.11,3,0,8,2,5,0.1864406779661017
117,7.88,1,0,7,2,3,0.1666666666666666
99,7.03,9,0,1,9,3,0.1428571428571428
110,8.39,1,0,3,9,4,0.1770833333333333
105,5.41,6,1,7,10,0,0.1680672268907563
78,8.6,8,0,9,5,5,0.1764705882352941
87,9.28,6,0,8,10,4,0.1333333333333333
81,5.61,1,0,5,1,5,0.1208791208791208
87,7.66,8,1,4,10,5,0.1904761904761904
117,5.38,8,0,9,5,3,0.2323232323232323
106,9.04,3,0,0,6,0,0.1489361702127659
112,5.0,8,0,0,6,0,0.1545454545454545
126,8.42,3,0,3,9,4,0.1583333333333333
84,5.48,6,1,1,6,4,0.1333333333333333
68,6.31,4,1,6,10,5,0.0884955752212389
98,4.81,9,1,6,4,1,0.2352941176470588
96,7.25,9,0,10,1,3,0.1473684210526315
106,7.48,7,1,1,6,1,0.1333333333333333
114,7.71,1,1,1,3,2,0.2
95,9.37,7,0,5,5,4,0.1376146788990825
88,7.02,3,0,8,5,5,0.1836734693877551
97,9.15,2,1,5,9,5,0.1346153846153846
89,7.51,2,0,1,3,0,0.2105263157894736
109,6.22,10,0,7,8,4,0.1684210526315789
72,7.4,3,0,6,8,3,0.1684210526315789
127,8.07,8,1,3,9,1,0.2105263157894736
70,8.69,4,1,3,4,0,0.1473684210526315
91,7.03,10,1,2,8,3,0.1473684210526315
88,6.14,9,0,7,10,1,0.2017543859649122
96,9.28,8,1,8,7,5,0.2222222222222222
107,9.47,9,0,10,3,0,0.1680672268907563
86,6.23,5,0,10,7,1,0.1836734693877551
96,5.07,3,1,7,4,2,0.2323232323232323
106,8.37,1,0,0,9,3,0.1862745098039215
104,9.45,10,0,6,7,5,0.1333333333333333
62,5.43,3,1,7,8,5,0.1047619047619047
120,9.17,3,0,10,4,0,0.1444444444444444
92,8.12,2,0,4,8,1,0.1862745098039215
106,7.41,6,0,5,2,5,0.2268041237113402
101,8.06,5,1,1,5,2,0.188235294117647
109,5.85,4,0,8,3,3,0.1818181818181818
95,9.18,1,1,0,3,4,0.1680672268907563
64,8.34,8,0,8,4,2,0.2040816326530612
113,10.17,9,1,9,8,5,0.2040816326530612
89,7.23,7,1,2,9,3,0.1414141414141414
102,7.27,4,1,5,7,2,0.2533333333333333
58,6.36,10,0,6,4,4,0.1862745098039215
116,6.63,3,1,4,5,5,0.1444444444444444
93,9.82,2,1,8,5,4,0.1666666666666666
109,8.71,6,1,7,5,3,0.2040816326530612
100,5.91,10,0,6,10,1,0.1864406779661017
88,7.86,7,0,10,10,0,0.127906976744186
78,7.23,2,0,2,5,4,0.1827956989247312
57,7.96,2,0,0,9,0,0.1770833333333333
101,6.04,10,0,0,4,0,0.1120689655172413
114,6.67,5,0,9,4,3,0.1666666666666666
78,6.1,9,0,2,9,4,0.1511627906976744
97,6.64,8,0,7,5,3,0.1545454545454545
105,8.36,3,0,1,4,2,0.1862745098039215
107,7.57,8,0,3,10,3,0.188235294117647
91,8.54,9,0,9,6,5,0.1809523809523809
114,8.22,5,0,10,6,1,0.0909090909090909
122,9.67,5,0,8,4,2,0.1809523809523809
119,5.28,1,0,3,4,5,0.1428571428571428
98,9.46,4,0,0,7,0,0.2352941176470588
87,4.97,1,1,10,9,0,0.1809523809523809
114,7.04,1,1,5,7,3,0.1927710843373494
85,8.94,10,0,0,3,0,0.2017543859649122
115,6.95,8,1,1,10,0,0.1444444444444444
112,7.62,10,1,6,9,2,0.1862745098039215
128,9.78,7,1,8,3,2,0.1904761904761904
94,5.49,9,1,4,3,3,0.25
117,5.64,2,0,10,9,2,0.18796992481203
115,5.67,4,0,10,9,3,0.1443298969072164
108,9.77,1,0,1,5,2,0.2035398230088495
125,5.79,7,0,3,5,1,0.0909090909090909
106,6.1,3,1,8,4,5,0.1666666666666666
82,8.37,3,0,5,8,3,0.25
98,6.46,2,0,1,1,1,0.1809523809523809
